ID;ID Subjektu;Využití budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana
180331;480224201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Bedrč;Bedrč 14;Benešov - Bedrč;25601;N 49.8078 E 14.7181;Ne;Ostatní;Cihlový dům;
133459;627994601;bytový dům;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Čechova 1947;Benešov - Benešov;25601;N 49.7863 E 14.6905;Ne;Ostatní;Cihlový dům;
133471;525113201;bytový dům;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 2075;Benešov - Benešov;25601;N 49.7814 E 14.6862;Ne;Osobní;Cihlový dům;
133481;3443119101;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 2;Benešov - Benešov;25601;N 49.7823 E 14.6895;Ne;Ostatní;Měšťanský dům;
133482;511497201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 4;Benešov - Benešov;25601;N 49.7823 E 14.6898;Ne;Osobní;Měšťanský dům;
133483;3896282101;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 5;Benešov - Benešov;25601;N 49.7823 E 14.69;Ne;Osobní;Měšťanský dům;
133484;564245201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 6;Benešov - Benešov;25601;N 49.7823 E 14.6901;Ne;Osobní;Měšťanský dům;
133485;45995915010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 75;Benešov - Benešov;25601;N 49.7837 E 14.6908;Ne;Osobní;Cihlový dům;
133486;530188201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 76;Benešov - Benešov;25601;N 49.7837 E 14.6905;Ne;Osobní;Měšťanský dům;
133488;511624201;rodinný dům;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 102;Benešov - Benešov;25601;N 49.7839 E 14.6896;Ne;Osobní;Měšťanský dům;
133489;41652808010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 155;Benešov - Benešov;25601;N 49.7834 E 14.6893;Ne;Osobní;Měšťanský dům;
133490;1222118201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 156;Benešov - Benešov;25601;N 49.7833 E 14.6892;Ne;Ostatní;Měšťanský dům;
133491;529830201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 157;Benešov - Benešov;25601;N 49.7832 E 14.6892;Ne;Osobní;Měšťanský dům;
133492;554650201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 158;Benešov - Benešov;25601;N 49.7831 E 14.6891;Ne;Osobní;Měšťanský dům;
133494;548165201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 160;Benešov - Benešov;25601;N 49.783 E 14.6891;Ne;Osobní;Měšťanský dům;
133495;512344201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 161;Benešov - Benešov;25601;N 49.7829 E 14.689;Ne;Osobní;Měšťanský dům;
133496;532436201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Vnoučkova 165;Benešov - Benešov;25601;N 49.7824 E 14.6883;Ne;Osobní;Měšťanský dům;
133497;555990201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Vnoučkova 172;Benešov - Benešov;25601;N 49.7825 E 14.6877;Ne;Osobní;Měšťanský dům;
133498;272737507;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 173;Benešov - Benešov;25601;N 49.7821 E 14.6879;Ne;Ostatní;Cihlový dům;
133499;527336201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 176;Benešov - Benešov;25601;N 49.7819 E 14.6874;Ne;Osobní;Měšťanský dům;
133500;41797232010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 177;Benešov - Benešov;25601;N 49.7819 E 14.6872;Ne;Osobní;Měšťanský dům;
133501;1503344211;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 178;Benešov - Benešov;25601;N 49.7819 E 14.687;Ne;Osobní;Měšťanský dům;
133502;500534201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 179;Benešov - Benešov;25601;N 49.7818 E 14.6869;Ne;Osobní;Měšťanský dům;
133503;554980201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 184;Benešov - Benešov;25601;N 49.7817 E 14.6859;Ne;Osobní;Měšťanský dům;
133504;555134201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 189;Benešov - Benešov;25601;N 49.7816 E 14.6852;Ne;Osobní;Měšťanský dům;
133505;517050201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 193;Benešov - Benešov;25601;N 49.7814 E 14.6846;Ne;Osobní;Měšťanský dům;
133506;529064201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 215;Benešov - Benešov;25601;N 49.7817 E 14.6876;Ne;Osobní;Měšťanský dům;
133507;284886533;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 218;Benešov - Benešov;25601;N 49.7818 E 14.688;Ne;Osobní;Měšťanský dům;
133508;3958661101;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 219;Benešov - Benešov;25601;N 49.7819 E 14.6883;Ne;Osobní;Měšťanský dům;
133509;495939201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 222;Benešov - Benešov;25601;N 49.7827 E 14.6904;Ne;Osobní;Měšťanský dům;
133510;43814847010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Řeznická 227;Benešov - Benešov;25601;N 49.783 E 14.6904;Ne;Osobní;Měšťanský dům;
133511;1426630211;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Řeznická 228;Benešov - Benešov;25601;N 49.7831 E 14.6901;Ne;Osobní;Měšťanský dům;
133515;709916207;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 234;Benešov - Benešov;25601;N 49.7832 E 14.6905;Ne;Osobní;Měšťanský dům;
133516;1077601201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Vlašimská 247;Benešov - Benešov;25601;N 49.7816 E 14.7023;Ne;Osobní;Měšťanský dům;
133517;794571201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 278;Benešov - Benešov;25601;N 49.7817 E 14.6875;Ne;Osobní;Měšťanský dům;
133518;1172725201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Táborská 306;Benešov - Benešov;25601;N 49.7801 E 14.6905;Ne;Ostatní;Cihlový dům;
133519;499008201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Antuškova 308;Benešov - Benešov;25601;N 49.7863 E 14.6886;Ne;Osobní;Měšťanský dům;
133520;559074201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Hodějovského 408;Benešov - Benešov;25601;N 49.7832 E 14.6802;Ne;Osobní;Cihlový dům;
133521;612266405;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Táborská 412;Benešov - Benešov;25601;N 49.7801 E 14.6901;Ne;Osobní;Cihlový dům;
133522;1211227201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Nádražní 414;Benešov - Benešov;25601;N 49.7809 E 14.6829;Ne;Osobní;Cihlový dům;
133524;480070201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Čechova 433;Benešov - Benešov;25601;N 49.7862 E 14.6901;Ne;Ostatní;Cihlový dům;
133525;1229543308;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Nádražní 454;Benešov - Benešov;25601;N 49.7804 E 14.6833;Ne;Osobní;Měšťanský dům;
133527;508591201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Táborská 461;Benešov - Benešov;25601;N 49.7803 E 14.6902;Ne;Osobní;Měšťanský dům;
133528;480775201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jiráskova 472;Benešov - Benešov;25601;N 49.78 E 14.6844;Ne;Ostatní;Cihlový dům;
133529;42441790010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;F. V. Mareše 491;Benešov - Benešov;25601;N 49.782 E 14.6903;Ne;Osobní;Měšťanský dům;
133531;507001201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Husova 596;Benešov - Benešov;25601;N 49.7792 E 14.6878;Ne;Osobní;Měšťanský dům;
133532;507110201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jiráskova 624;Benešov - Benešov;25601;N 49.7802 E 14.684;Ne;Osobní;Měšťanský dům;
133534;2874596101;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jiráskova 669;Benešov - Benešov;25601;N 49.7804 E 14.6878;Ne;Osobní;Cihlový dům;
133535;851051212;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Husova 740;Benešov - Benešov;25601;N 49.7811 E 14.687;Ne;Osobní;Cihlový dům;
133536;529793201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jiráskova 744;Benešov - Benešov;25601;N 49.7802 E 14.6853;Ne;Osobní;Cihlový dům;
133537;598958608;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Vlašimská 825;Benešov - Benešov;25601;N 49.7827 E 14.696;Ne;Osobní;Cihlový dům;
133538;1199420301;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 828;Benešov - Benešov;25601;N 49.7814 E 14.6835;Ne;Osobní;Cihlový dům;
133539;554717201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Vnoučkova 840;Benešov - Benešov;25601;N 49.7824 E 14.6878;Ne;Osobní;Měšťanský dům;
133541;30774707010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Konopišťská 905;Benešov - Benešov;25601;N 49.7808 E 14.6759;Ne;Ostatní;Cihlový dům;
133542;984774606;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jiráskova 909;Benešov - Benešov;25601;N 49.7802 E 14.6834;Ne;Osobní;Cihlový dům;
133543;523682201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tylova 962;Benešov - Benešov;25601;N 49.7895 E 14.686;Ne;Osobní;Cihlový dům;
133544;47077352010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Dukelská 963;Benešov - Benešov;25601;N 49.7817 E 14.6835;Ne;Osobní;Cihlový dům;
133545;501530201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Dukelská 976;Benešov - Benešov;25601;N 49.7819 E 14.6834;Ne;Osobní;Cihlový dům;
133546;552252201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Dukelská 977;Benešov - Benešov;25601;N 49.782 E 14.6834;Ne;Osobní;Cihlový dům;
133547;526610201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Zapova 980;Benešov - Benešov;25601;N 49.7819 E 14.6943;Ne;Osobní;Cihlový dům;
133548;520154201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Zapova 981;Benešov - Benešov;25601;N 49.7821 E 14.6943;Ne;Osobní;Cihlový dům;
133550;254700302;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Zapova 1092;Benešov - Benešov;25601;N 49.7822 E 14.694;Ne;Osobní;Cihlový dům;
133565;30220382010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jana Nohy 1597;Benešov - Benešov;25601;N 49.7792 E 14.6787;Ne;Osobní;Cihlový dům;
133566;1157071601;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Jana Nohy 1598;Benešov - Benešov;25601;N 49.7789 E 14.6788;Ne;Osobní;Cihlový dům;
133611;521785201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 2070;Benešov - Benešov;25601;N 49.7811 E 14.6844;Ne;Osobní;Cihlový dům;
133612;3618043101;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 2076;Benešov - Benešov;25601;N 49.7814 E 14.6865;Ne;Osobní;Cihlový dům;
180334;558186201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Žižkova 1077;Benešov - Benešov;25601;N 49.7785 E 14.685;Ne;Osobní;Cihlový dům;
180335;480232201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Čechova 1247;Benešov - Benešov;25601;N 49.7881 E 14.6964;Ne;Ostatní;Cihlový dům;
180337;480448201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Tyršova 1393;Benešov - Benešov;25601;N 49.7814 E 14.6841;Ne;Ostatní;Cihlový dům;
270097;612266405;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Nová pražská 323;Benešov - Benešov;25601;N 49.7865 E 14.6882;Ne;Osobní;Cihlový dům;
270511;527817201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 103;Benešov - Benešov;25601;N 49.7838 E 14.6894;Ne;Osobní;Cihlový dům;
270512;532039201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 154;Benešov - Benešov;25601;N 49.7835 E 14.6893;Ne;Osobní;Cihlový dům;
270513;455739504;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 73;Benešov - Benešov;25601;N 49.7837 E 14.6912;Ne;Osobní;Cihlový dům;
270514;851051212;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Malé Náměstí 74;Benešov - Benešov;25601;N 49.7837 E 14.691;Ne;Osobní;Cihlový dům;
270539;548153201;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Benešov;Masarykovo náměstí 2121;Benešov - Benešov;25601;N 49.7831 E 14.6888;Ne;Osobní;Cihlový dům;
180330;39750471010;objekt k bydlení;Středočeský;Benešov;Benešov;Benešov u Prahy - Chvojen;Chvojen 1;Benešov - Chvojen;25601;N 49.7684 E 14.6378;Ne;Ostatní;Cihlový dům;
129915;789882408;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Holandská 117;Beroun - Beroun-Centrum;26601;N 49.9624 E 14.0724;Ne;Osobní;Měšťanský dům;
129916;548849202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Holandská 119;Beroun - Beroun-Centrum;26601;N 49.9623 E 14.0724;Ne;Osobní;Měšťanský dům;
129917;471271202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Holandská 120;Beroun - Beroun-Centrum;26601;N 49.9623 E 14.0724;Ne;Osobní;Měšťanský dům;
129918;493225202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Holandská 121;Beroun - Beroun-Centrum;26601;N 49.9622 E 14.0725;Ne;Osobní;Měšťanský dům;
129919;41386770010;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Holandská 123;Beroun - Beroun-Centrum;26601;N 49.9624 E 14.0727;Ne;Osobní;Měšťanský dům;
129920;659957202;rodinný dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 125;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.0729;Ne;Osobní;Měšťanský dům;
129921;465220202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 126;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.0729;Ne;Osobní;Měšťanský dům;
129922;499379202;rodinný dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 127;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.073;Ne;Osobní;Měšťanský dům;
129923;611651202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 128;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.0731;Ne;Osobní;Měšťanský dům;
129924;518017202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 129;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.0732;Ne;Osobní;Měšťanský dům;
129926;501938202;bytový dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Biřická 136;Beroun - Beroun-Centrum;26601;N 49.9646 E 14.0727;Ne;Osobní;Cihlový dům;
130340;783458210;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 3/5;Beroun - Beroun-Centrum;26601;N 49.9637 E 14.0708;Ne;Osobní;Cihlový dům;
130341;4656095101;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 4/7;Beroun - Beroun-Centrum;26601;N 49.9638 E 14.0708;Ne;Osobní;Měšťanský dům;
130342;829772212;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 9/21;Beroun - Beroun-Centrum;26601;N 49.9643 E 14.0707;Ne;Osobní;Cihlový dům;
130343;477487202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 17;Beroun - Beroun-Centrum;26601;N 49.9642 E 14.0708;Ne;Osobní;Měšťanský dům;
130344;554319202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Seydlovo nám. 24/5;Beroun - Beroun-Centrum;26601;N 49.9641 E 14.0712;Ne;Ostatní;Cihlový dům;
130345;274686404;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 26/2;Beroun - Beroun-Centrum;26601;N 49.9634 E 14.0713;Ne;Osobní;Měšťanský dům;
130346;478840202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 31/2;Beroun - Beroun-Centrum;26601;N 49.9636 E 14.0721;Ne;Osobní;Cihlový dům;
130347;483902202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 34;Beroun - Beroun-Centrum;26601;N 49.9635 E 14.0717;Ne;Osobní;Měšťanský dům;
130348;1020631210;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 37/24;Beroun - Beroun-Centrum;26601;N 49.9642 E 14.0724;Ne;Osobní;Měšťanský dům;
130349;974505202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 39/26;Beroun - Beroun-Centrum;26601;N 49.9643 E 14.0728;Ne;Osobní;Měšťanský dům;
130350;476648202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 40/27;Beroun - Beroun-Centrum;26601;N 49.9643 E 14.0729;Ne;Osobní;Měšťanský dům;
130351;477067202;rodinný dům;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 41/28;Beroun - Beroun-Centrum;26601;N 49.9644 E 14.073;Ne;Osobní;Měšťanský dům;
130352;477067202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 42/29;Beroun - Beroun-Centrum;26601;N 49.9644 E 14.0732;Ne;Osobní;Měšťanský dům;
130353;1026985305;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 44/31;Beroun - Beroun-Centrum;26601;N 49.9645 E 14.0734;Ne;Osobní;Měšťanský dům;
130354;464932202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 45/32;Beroun - Beroun-Centrum;26601;N 49.9645 E 14.0736;Ne;Osobní;Měšťanský dům;
130355;28515876010;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 46/33;Beroun - Beroun-Centrum;26601;N 49.9646 E 14.0737;Ne;Osobní;Měšťanský dům;
130356;499541202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 49/7;Beroun - Beroun-Centrum;26601;N 49.9649 E 14.0736;Ne;Osobní;Měšťanský dům;
130357;557697305;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 50/9;Beroun - Beroun-Centrum;26601;N 49.965 E 14.0734;Ne;Osobní;Měšťanský dům;
130359;470838202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 59/12;Beroun - Beroun-Centrum;26601;N 49.9651 E 14.0739;Ne;Osobní;Měšťanský dům;
130360;1186580610;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 60/10;Beroun - Beroun-Centrum;26601;N 49.965 E 14.0741;Ne;Osobní;Měšťanský dům;
130361;693730202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 62/4;Beroun - Beroun-Centrum;26601;N 49.9648 E 14.0742;Ne;Osobní;Měšťanský dům;
130362;477454202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Česká 63/2;Beroun - Beroun-Centrum;26601;N 49.9647 E 14.0743;Ne;Osobní;Měšťanský dům;
130365;30143065010;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;V Pražské bráně 70/3;Beroun - Beroun-Centrum;26601;N 49.9642 E 14.0753;Ne;Osobní;Cihlový dům;
130366;473000202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 75/2;Beroun - Beroun-Centrum;26601;N 49.9638 E 14.0748;Ne;Osobní;Měšťanský dům;
130367;468870202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 78/6;Beroun - Beroun-Centrum;26601;N 49.9638 E 14.0742;Ne;Osobní;Měšťanský dům;
130368;479730202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 79/7;Beroun - Beroun-Centrum;26601;N 49.9636 E 14.0741;Ne;Osobní;Měšťanský dům;
130369;473674202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 80/8;Beroun - Beroun-Centrum;26601;N 49.9637 E 14.074;Ne;Osobní;Měšťanský dům;
130370;513752202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 81/9;Beroun - Beroun-Centrum;26601;N 49.9636 E 14.0739;Ne;Osobní;Měšťanský dům;
130371;2800038101;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 83/11;Beroun - Beroun-Centrum;26601;N 49.9636 E 14.0736;Ne;Osobní;Měšťanský dům;
130372;835163407;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Pivovarská 85/2;Beroun - Beroun-Centrum;26601;N 49.9635 E 14.0733;Ne;Osobní;Měšťanský dům;
130373;479336202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 86/14;Beroun - Beroun-Centrum;26601;N 49.9635 E 14.0731;Ne;Osobní;Měšťanský dům;
130376;352684506;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Husovo nám. 89/17;Beroun - Beroun-Centrum;26601;N 49.9633 E 14.0725;Ne;Osobní;Měšťanský dům;
130377;472555202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 91/1;Beroun - Beroun-Centrum;26601;N 49.9633 E 14.0721;Ne;Osobní;Měšťanský dům;
130378;516553202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 92/3;Beroun - Beroun-Centrum;26601;N 49.9632 E 14.072;Ne;Osobní;Měšťanský dům;
130379;289517501;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 93/5;Beroun - Beroun-Centrum;26601;N 49.9629 E 14.0719;Ne;Osobní;Cihlový dům;
130380;28793016010;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 94/9;Beroun - Beroun-Centrum;26601;N 49.963 E 14.0717;Ne;Osobní;Měšťanský dům;
130381;884389202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 95/11;Beroun - Beroun-Centrum;26601;N 49.9631 E 14.0715;Ne;Ostatní;Měšťanský dům;
130382;467100202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Palackého 96/13;Beroun - Beroun-Centrum;26601;N 49.9628 E 14.0715;Ne;Osobní;Měšťanský dům;
130383;3212537101;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Hornohradební 98/3;Beroun - Beroun-Centrum;26601;N 49.9627 E 14.0715;Ne;Osobní;Měšťanský dům;
130384;483604202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 99/24;Beroun - Beroun-Centrum;26601;N 49.9626 E 14.0716;Ne;Osobní;Měšťanský dům;
130385;1077181201;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 100;Beroun - Beroun-Centrum;26601;N 49.9629 E 14.0745;Ne;Osobní;Měšťanský dům;
130386;1959479210;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 101/18;Beroun - Beroun-Centrum;26601;N 49.9628 E 14.0724;Ne;Ostatní;Měšťanský dům;
130388;463547202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Havlíčkova 106;Beroun - Beroun-Centrum;26601;N 49.9631 E 14.0741;Ne;Osobní;Měšťanský dům;
130389;461028202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Kostelní 148/3;Beroun - Beroun-Centrum;26601;N 49.9636 E 14.0709;Ne;Osobní;Měšťanský dům;
130390;878609202;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Hornohradební 153/1;Beroun - Beroun-Centrum;26601;N 49.963 E 14.0711;Ne;Osobní;Cihlový dům;
130393;728626210;objekt k bydlení;Středočeský;Beroun;Beroun;Beroun - Beroun-Centrum;Pivovarská 170/3;Beroun - Beroun-Centrum;26601;N 49.9634 E 14.0736;Ne;Osobní;Cihlový dům;
