ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
976084101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Kádnerova 369;Praha 6 - Nebušice;16400;N 50.1114731327773 E 14.3305558344174;Ne;Obecní;budova s číslem popisným;;
976085101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Nebušice;Nebušice;K Šedivce 406;Praha 6 - Nebušice;16400;N 50.1123588229269 E 14.3370544941294;Ne;Obecní;budova s číslem popisným;;31.12.2000
976086101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Nad Želivkou 598;Praha 6 - Nebušice;16400;N 50.1086527504022 E 14.3276991330388;Ne;Obecní;budova s číslem popisným;;
1124883101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Nebušice;Nebušice;K Šedivce 661;Praha 6 - Nebušice;16400;N 50.1125402338207 E 14.3365921600379;Ne;Obecní;budova s číslem popisným;;20.06.2002
1190182101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Nebušická 610;Praha 6 - Nebušice;16400;N 50.1113180529788 E 14.3322553736066;Ne;Obecní;budova s číslem popisným;;
60830437010;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Nebušice;;Praha 6 - Nebušice;16400;N 50.1114270272342 E 14.3310978051852;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;31.08.2022
60830438010;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Nebušice;;Praha 6 - Nebušice;16400;N 50.1113990993363 E 14.3312852196877;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;31.08.2022
979165101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Zličín; ;Praha 5 - Zličín;15521;N 50.0618978535442 E 14.287119609272;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
979166101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Zličín; ;Praha 5 - Zličín;15521;N 50.0625564441875 E 14.2823375208306;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
979167101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Zličín; ;Praha 5 - Zličín;15521;N 50.0683978629548 E 14.2847491611436;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
979168101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Křivatcová 244;Praha 5 - Zličín;15521;N 50.0634060378112 E 14.2868467923635;Ne;Obecní;budova s číslem popisným;;31.12.2000
979177101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Nedašovská 328;Praha 5 - Zličín;15521;N 50.0586287041552 E 14.2883423666351;Ne;Obecní;budova s číslem popisným;;
979669101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Nedašovská 403;Praha 5 - Zličín;15521;N 50.0590555477734 E 14.2872287058084;Ne;Obecní;budova s číslem popisným;;
24336748010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Hevlínská 500;Praha 5 - Zličín;15521;N 50.0651118648111 E 14.2872021715285;Ne;Obecní;budova s číslem popisným;;03.10.2016
26166263010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;U zličínského hřiště 499;Praha 5 - Zličín;15521;N 50.0583972097134 E 14.2874472979193;Ne;Obecní;budova s číslem popisným;;25.10.2017
49971378010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Zličín;Zličín;Míšovická 513;Praha 5 - Zličín;15521;N 50.0588303251283 E 14.2846027416707;Ne;Obecní;budova s číslem popisným;;26.06.2020
49971379010;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Zličín;;Praha 5 - Zličín;15521;N 50.0583228419678 E 14.2845632102506;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;31.05.2020
984485101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Řeporyje; ;Praha 5 - Řeporyje;15500;N 50.0361847535859 E 14.3157010791555;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
984486101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Hasičů 46/3 46;Praha 5 - Řeporyje;15500;N 50.0316972160724 E 14.3124711456669;Ne;Obecní;budova s číslem popisným;;
984489101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Nad náměstím 84;Praha 5 - Řeporyje;15500;N 50.0320079402571 E 14.3114406648255;Ne;Obecní;budova s číslem popisným;;
985040101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Muzikova 95;Praha 5 - Řeporyje;15500;N 50.0322964064892 E 14.3082070295779;Ne;Obecní;budova s číslem popisným;;
985223101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Od školy 596;Praha 5 - Řeporyje;15500;N 50.0302182272017 E 14.3090296770475;Ne;Obecní;budova s číslem popisným;;13.02.2020
985224101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;K závětinám 815;Praha 5 - Řeporyje;15500;N 50.0297415825447 E 14.3092832760195;Ne;Obecní;budova s číslem popisným;;
985269101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Smíchovská 96;Praha 5 - Řeporyje;15500;N 50.0347512861653 E 14.3134856721177;Ne;Obecní;budova s číslem popisným;;
1281499101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Od školy 640;Praha 5 - Řeporyje;15500;N 50.0306394997516 E 14.3085624125349;Ne;Obecní;budova s číslem popisným;;30.09.2020
1281500101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Řeporyje; ;Praha 5 - Řeporyje;15500;N 50.0304038108029 E 14.3096306555513;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
14433306010;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Řeporyje;Řeporyje;Hasičů 1081;Praha 5 - Řeporyje;15500;N 50.031573435586 E 14.3127623932218;Ne;Obecní;budova s číslem popisným;;22.06.2011
995934101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Slivenec;Slivenec;U sportoviště 54;Praha 5 - Slivenec;15400;N 50.0211314949618 E 14.3568402292692;Ne;Obecní;budova s číslem popisným;;
995954101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Slivenec;Slivenec;Ke Smíchovu 315/110 315;Praha 5 - Slivenec;15400;N 50.0204751651699 E 14.3590056424155;Ne;Obecní;budova s číslem popisným;;
996849101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Slivenec; ;Praha 5 - Slivenec;15400;N 50.0210629270944 E 14.3552163381363;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
996850101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Slivenec; ;Praha 5 - Slivenec;15400;N 50.0209196135552 E 14.3555430048429;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
996851101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Slivenec; ;Praha 5 - Slivenec;15400;N 50.0208841362072 E 14.3559591957045;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
996910101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Slivenec;Slivenec;Ke Smíchovu 22;Praha 5 - Slivenec;15400;N 50.0199993257415 E 14.3555017613237;Ne;Obecní;budova s číslem popisným;;
17701363010;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Slivenec; ;Praha 5 - Slivenec;15400;;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
17701365010;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Slivenec; ;Praha 5 - Slivenec;15400;;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
30227481010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Slivenec;Slivenec;Frančíkova 1164;Praha 5 - Slivenec;15400;N 50.0086931821121 E 14.3453920913744;Ne;Obecní;budova s číslem popisným;;28.06.2019
61751773010;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Slivenec;;Praha 5 - Slivenec;15400;N 50.0219303503142 E 14.3556111574796;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;09.08.2023
1003663101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Jinonice;Jinonice;U Tyršovy školy 634;Praha 5 - Jinonice;15800;N 50.0533572517558 E 14.3681654327264;Ne;Obecní;budova s číslem popisným;;
1003820101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Jinonice; ;Praha 5 - Jinonice;15800;N 50.049648831801 E 14.3662744857002;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1003905101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Butovická 228;Praha 5 - Jinonice;15800;N 50.0491492112549 E 14.3678279883808;Ne;Obecní;budova s číslem popisným;;
1003906101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Jinonice;Jinonice;U Tyršovy školy 430;Praha 5 - Jinonice;15800;N 50.0526006203484 E 14.3693121290813;Ne;Obecní;budova s číslem popisným;;
1003911101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Mezi rolemi 647;Praha 5 - Jinonice;15800;N 50.0482386874897 E 14.3703652390804;Ne;Obecní;budova s číslem popisným;;03.04.2000
1004044101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Mezi rolemi 636;Praha 5 - Jinonice;15800;N 50.0484792487925 E 14.3700974773742;Ne;Obecní;budova s číslem popisným;;01.03.1999
1171235101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Prokopské údolí 748;Praha 5 - Jinonice;15200;N 50.0416652505075 E 14.380904705889;Ne;Obecní;budova s číslem popisným;;12.03.2007
1171236101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Jinonice; ;Praha 5 - Jinonice;15800;N 50.0416102699216 E 14.38027762758;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
33664943010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Walterovo náměstí 1011;Praha 5 - Jinonice;15800;N 50.057160410765 E 14.3723761185458;Ne;Obecní;budova s číslem popisným;;04.09.2019
57153605010;stavba občanského vybavení;Hlavní město Praha;Praha 5;Jinonice;Jinonice;Mezi rolemi 1017;Praha 5 - Jinonice;15800;N 50.0489668745046 E 14.3697012294;Ne;Obecní;budova s číslem popisným;;14.05.2020
1013053101;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Vokovice; ;Praha 6 - Vokovice;16000;N 50.0949777410458 E 14.3600401451212;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1013054101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Vokovická 28;Praha 6 - Vokovice;16000;N 50.0976579196047 E 14.3484368884454;Ne;Obecní;budova s číslem evidenčním;;
1013060101;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Vokovice; ;Praha 6 - Vokovice;16000;N 50.0954435406444 E 14.3521185991113;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1013119101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Na dlouhém lánu 555;Praha 6 - Vokovice;16000;N 50.0953810480498 E 14.3603838482256;Ne;Obecní;budova s číslem popisným;;
1013131101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Nechanského 589;Praha 6 - Vokovice;16000;N 50.0945780479647 E 14.3582012902911;Ne;Obecní;budova s číslem popisným;;
1013143101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Alžírská 680;Praha 6 - Vokovice;16000;N 50.0953144309078 E 14.3541796961642;Ne;Obecní;budova s číslem popisným;;
1013144101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Arabská 681;Praha 6 - Vokovice;16000;N 50.0985613474565 E 14.3574795765032;Ne;Obecní;budova s číslem popisným;;
1013145101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Arabská 684;Praha 6 - Vokovice;16000;N 50.0995667237947 E 14.361773827038;Ne;Obecní;budova s číslem popisným;;
1096182101;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Vokovice; ;Praha 6 - Vokovice;16000;N 50.0985589803585 E 14.3568905237902;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
29641191010;stavba občanského vybavení;Hlavní město Praha;Praha 6;Vokovice;Vokovice;Vokovická 860;Praha 6 - Vokovice;16000;N 50.097137736668 E 14.3479739490143;Ne;Obecní;budova s číslem popisným;;23.01.2019
1014386101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Dejvice; ;Praha 6 - Dejvice;16000;N 50.1054908660743 E 14.3853821184877;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1014387101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Dejvice; ;Praha 6 - Dejvice;16000;N 50.1056727788178 E 14.3856388551167;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1016352101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Velvarská 2600;Praha 6 - Dejvice;16000;N 50.0989700612361 E 14.3804797417473;Ne;Obecní;budova s číslem popisným;;23.08.2002
1016444101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Na čihadle 1000;Praha 6 - Dejvice;16000;N 50.1049838555814 E 14.3760063361403;Ne;Obecní;budova s číslem popisným;;
1016481101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Božkova 1784;Praha 6 - Dejvice;16000;N 50.1055612214606 E 14.3868488143601;Ne;Obecní;budova s číslem popisným;;
1016483101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Zemědělská 1950;Praha 6 - Dejvice;16000;N 50.1083315232796 E 14.3906333387144;Ne;Obecní;budova s číslem popisným;;
1016516101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Janákova 2358;Praha 6 - Dejvice;16000;N 50.1173038176405 E 14.3857394791717;Ne;Obecní;budova s číslem popisným;;
1016520101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Fetrovská 2578;Praha 6 - Dejvice;16000;N 50.1049350612554 E 14.3767776264513;Ne;Obecní;budova s číslem popisným;;31.12.1998
1016521101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Dejvice;Dejvice;Fetrovská 2579;Praha 6 - Dejvice;16000;N 50.1057603364949 E 14.3779349098147;Ne;Obecní;budova s číslem popisným;;
34704969010;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Dejvice; ;Praha 6 - Dejvice;16000;N 50.1080745502938 E 14.3908437335195;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;19.12.2014
879985101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Horská 2101;Praha 2 - Nové Město;12800;N 50.0677830747564 E 14.4263928419295;Ne;Obecní;budova s číslem popisným;;
881070101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavská 308;Praha 2 - Nové Město;12000;N 50.0756609587889 E 14.4176572586044;Ne;Obecní;budova s číslem popisným;;
881089101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Trojická 397;Praha 2 - Nové Město;12800;N 50.0706387743441 E 14.417312109137;Ne;Obecní;budova s číslem popisným;;
881094101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Apolinářská 440;Praha 2 - Nové Město;12800;N 50.0712424453439 E 14.4242669921678;Ne;Obecní;budova s číslem popisným;;
881117101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Štěpánská 1286;Praha 2 - Nové Město;12000;N 50.0767010544895 E 14.4250136017382;Ne;Obecní;budova s číslem popisným;;
881122101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na Rybníčku 1428;Praha 2 - Nové Město;12000;N 50.0763599951375 E 14.4255991412462;Ne;Obecní;budova s číslem popisným;;
881125101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na slupi 1445;Praha 2 - Nové Město;12800;N 50.0695434408027 E 14.4196585727257;Ne;Obecní;budova s číslem popisným;;
881154101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Sokolská 1868;Praha 2 - Nové Město;12000;N 50.0712704174969 E 14.4296890237106;Ne;Obecní;budova s číslem popisným;;
881156101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Legerova 1878;Praha 2 - Nové Město;12000;N 50.0698720403903 E 14.4298020421559;Ne;Obecní;budova s číslem popisným;;
881179101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Botičská 2089;Praha 2 - Nové Město;12800;N 50.06909292458 E 14.4195009512999;Ne;Obecní;budova s číslem popisným;;15.02.1999
30251629010;stavba občanského vybavení;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.0681894000066 E 14.4162249762031;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;21.05.2010
895368101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Kozí 1103;Praha 1 - Staré Město;11000;N 50.0921938039889 E 14.4224761173225;Ne;Obecní;budova s číslem popisným;;12.11.2004
895423101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Kozí 847;Praha 1 - Staré Město;11000;N 50.0923859852071 E 14.4215528658134;Ne;Obecní;budova s číslem popisným;;
896017101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Uhelný trh 425;Praha 1 - Staré Město;11000;N 50.0842218516533 E 14.4197323335633;Ne;Obecní;budova s číslem popisným;;
896049101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Rybná 677;Praha 1 - Staré Město;11000;N 50.0887208149906 E 14.4262699359704;Ne;Obecní;budova s číslem popisným;;
896056101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Masná 700;Praha 1 - Staré Město;11000;N 50.0895716872583 E 14.4244354342654;Ne;Obecní;budova s číslem popisným;;
896073101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Řásnovka 779;Praha 1 - Staré Město;11000;N 50.0921419425728 E 14.4250464483748;Ne;Obecní;budova s číslem popisným;;
896076101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Haštalské náměstí 784;Praha 1 - Staré Město;11000;N 50.0916741037282 E 14.4249574429964;Ne;Obecní;budova s číslem popisným;;
896097101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Dušní 886;Praha 1 - Staré Město;11000;N 50.09176990648 E 14.4200406991332;Ne;Obecní;budova s číslem popisným;;
1407086101;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Dlouhá 1100;Praha 1 - Staré Město;11000;N 50.090505750458 E 14.4270617538648;Ne;Obecní;budova s číslem popisným;;01.03.2011
15165672010;stavba občanského vybavení;Hlavní město Praha;Praha 1;;Staré Město; ;Praha 1 - Staré Město;11000;N 50.0914794147491 E 14.421057911554;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;20.09.2018
29576190010;stavba občanského vybavení;Hlavní město Praha;Praha 1;Staré Město;Staré Město;Týnská 1104;Praha 1 - Staré Město;11000;N 50.0889155715649 E 14.4230478450253;Ne;Obecní;budova s číslem popisným;;31.12.2019
899197101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Vysočany; ;Praha 9 - Vysočany;19000;N 50.1161168897795 E 14.5120361847835;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
899237101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Rubeška 389;Praha 9 - Vysočany;19000;N 50.110762543161 E 14.4946994057863;Ne;Obecní;budova s číslem popisným;;
899242101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Pod Krocínkou 466;Praha 9 - Vysočany;19000;N 50.1163637743439 E 14.5124808581253;Ne;Obecní;budova s číslem popisným;;
899254101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Novovysočanská 637;Praha 9 - Vysočany;19000;N 50.1000045383936 E 14.4898761874474;Ne;Obecní;budova s číslem popisným;;
899265101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Špitálská 789;Praha 9 - Vysočany;19000;N 50.1095950583712 E 14.5046787955904;Ne;Obecní;budova s číslem popisným;;
1234337101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Novovysočanská 861;Praha 9 - Vysočany;19000;N 50.0993134050127 E 14.4840819054602;Ne;Obecní;budova s číslem popisným;;31.12.2005
1234338101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Novovysočanská 862;Praha 9 - Vysočany;19000;N 50.0993947861317 E 14.4847976567325;Ne;Obecní;budova s číslem popisným;;31.12.2005
16330527010;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Vysočany; ;Praha 9 - Vysočany;19000;;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
22007526010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Sokolovská 986;Praha 9 - Vysočany;19000;N 50.1087564300615 E 14.4967252498584;Ne;Obecní;budova s číslem popisným;;18.12.2014
29995411010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Novoškolská 1005;Praha 9 - Vysočany;19000;N 50.1085453398986 E 14.5035902944135;Ne;Obecní;budova s číslem popisným;;22.12.2017
61037512010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vysočany;Vysočany;Sousedíkova 1044;Praha 9 - Vysočany;19000;N 50.1048214033572 E 14.5188225945274;Ne;Obecní;budova s číslem popisným;;19.06.2023
904107101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Újezd nad Lesy; ;Praha 9 - Újezd nad Lesy;19016;N 50.0655140188685 E 14.6638216620921;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
905059101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Žárovická 1653;Praha 9 - Újezd nad Lesy;19016;N 50.0721953011181 E 14.6815271211192;Ne;Obecní;budova s číslem popisným;;
906427101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Staroklánovická 230;Praha 9 - Újezd nad Lesy;19016;N 50.077582472875 E 14.6591158234104;Ne;Obecní;budova s číslem popisným;;31.12.2002
906430101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Lišická 1502;Praha 9 - Újezd nad Lesy;19016;N 50.073059891086 E 14.6675707037126;Ne;Obecní;budova s číslem popisným;;
906431101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Živonínská 1630;Praha 9 - Újezd nad Lesy;19016;N 50.0709075377455 E 14.679270738695;Ne;Obecní;budova s číslem popisným;;
906432101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Polesná 1690;Praha 9 - Újezd nad Lesy;19016;N 50.0783845888484 E 14.6539919515281;Ne;Obecní;budova s číslem popisným;;
1218278101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Čentická 2222;Praha 9 - Újezd nad Lesy;19016;N 50.0795136796198 E 14.6536059131265;Ne;Obecní;budova s číslem popisným;;04.10.2005
1281049101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Veletovská 2358;Praha 9 - Újezd nad Lesy;19016;N 50.0761815359121 E 14.6791617323098;Ne;Obecní;budova s číslem popisným;;18.02.2008
26676447010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Žárovická 2732;Praha 9 - Újezd nad Lesy;19016;N 50.0716158299986 E 14.6835765633231;Ne;Obecní;budova s číslem popisným;;13.11.2017
36256089010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Staroújezdská 2788;Praha 9 - Újezd nad Lesy;19016;N 50.0721983833303 E 14.6524447738529;Ne;Obecní;budova s číslem popisným;;19.02.2020
59946867010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Újezd nad Lesy;Újezd nad Lesy;Čentická 2856;Praha 9 - Újezd nad Lesy;19016;N 50.0789584695927 E 14.6527859680658;Ne;Obecní;budova s číslem popisným;;20.09.2022
917582101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Brigádníků 510;Praha 10 - Strašnice;10000;N 50.0740758413025 E 14.5017720149151;Ne;Obecní;budova s číslem popisným;;
918195101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Křenická 2252 2252;Praha 10 - Strašnice;10000;N 50.0661438604072 E 14.5134565516572;Ne;Obecní;budova s číslem popisným;;14.11.2014
918196101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Rembrandtova 2240/2 2240;Praha 10 - Strašnice;10000;N 50.0677419372881 E 14.5106342148237;Ne;Obecní;budova s číslem popisným;;10.09.2014
918198101;stavba občanského vybavení;Hlavní město Praha;Praha 10;;Strašnice; ;Praha 10 - Strašnice;10000;N 50.0749253499381 E 14.510250815228;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
918199101;stavba občanského vybavení;Hlavní město Praha;Praha 10;;Strašnice; ;Praha 10 - Strašnice;10000;N 50.0779282389383 E 14.5019989872856;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
918224101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Mrštíkova 205;Praha 10 - Strašnice;10000;N 50.0732387820391 E 14.4891385124566;Ne;Obecní;budova s číslem popisným;;27.11.2014
918407101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;V Rybníčkách 1980;Praha 10 - Strašnice;10000;N 50.0710552958797 E 14.5064105192016;Ne;Obecní;budova s číslem popisným;;
918442101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Královická 2222;Praha 10 - Strašnice;10000;N 50.0639605892262 E 14.5125812292781;Ne;Obecní;budova s číslem popisným;;
918443101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Nedvězská 2224;Praha 10 - Strašnice;10000;N 50.0684104976797 E 14.5030175811015;Ne;Obecní;budova s číslem popisným;;
1246160101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Strašnice;Strašnice;Saratovská 3420;Praha 10 - Strašnice;10000;N 50.0734812674512 E 14.4933792751382;Ne;Obecní;budova s číslem popisným;;28.05.2015
1356582101;stavba občanského vybavení;Hlavní město Praha;Praha 10;;Strašnice; ;Praha 10 - Strašnice;10000;N 50.0713841533331 E 14.4912253338826;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
961479101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Dolní Počernice;Dolní Počernice;Národních hrdinů 11;Praha 9 - Dolní Počernice;19012;N 50.0887712491306 E 14.5773322716516;Ne;Obecní;budova s číslem popisným;;
