ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
879590101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Vodičkova 709;Praha 2 - Nové Město;11000;N 50.0815533703108 E 14.4243770057724;Ne;Ostatní;budova s číslem popisným;;31.12.2000
879607101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 841;Praha 2 - Nové Město;11000;N 50.0841224909442 E 14.4249750401906;Ne;Ostatní;budova s číslem popisným;;14.09.2012
879624101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Hybernská 1002;Praha 2 - Nové Město;11000;N 50.0870000190193 E 14.431301327179;Ne;Ostatní;budova s číslem popisným;;
879628101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jungmannova 740;Praha 2 - Nové Město;11000;N 50.0813874582802 E 14.4226013367751;Ne;Osobní;budova s číslem popisným;;
879636101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Soukenická 1189;Praha 2 - Nové Město;11000;N 50.0914224838935 E 14.4307211208399;Ne;Ostatní;budova s číslem popisným;;
879641101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Opletalova 987;Praha 2 - Nové Město;11000;N 50.0859475733061 E 14.433928067656;Ne;Ostatní;budova s číslem popisným;;
879647101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jeruzalémská 1310;Praha 2 - Nové Město;11000;N 50.0847117271881 E 14.4319802284307;Ne;Ostatní;budova s číslem popisným;;
879660101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Olivova 935;Praha 2 - Nové Město;11000;N 50.0826038708517 E 14.429992711365;Ne;Ostatní;budova s číslem popisným;;
879666101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Legerova 1876;Praha 2 - Nové Město;12000;N 50.0703798329991 E 14.4304943587714;Ne;Ostatní;budova s číslem popisným;;
879670101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Klimentská 1205;Praha 2 - Nové Město;11000;N 50.091427235294 E 14.4285873905221;Ne;Obecní;budova s číslem popisným;;
879727101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Vodičkova 701;Praha 2 - Nové Město;11000;N 50.0809847183761 E 14.4254376319929;Ne;Ostatní;budova s číslem popisným;;
879729101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Černá 160;Praha 2 - Nové Město;11000;N 50.0794969120955 E 14.4185711708463;Ne;Ostatní;budova s číslem popisným;;
879770101;stavba občanského vybavení;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.07087228083 E 14.4238133668007;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
879791101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Těšnov 1059;Praha 2 - Nové Město;11000;N 50.0907696481016 E 14.4364871358548;Ne;Ostatní;budova s číslem popisným;;
879820101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Resslova 2135;Praha 2 - Nové Město;11000;N 50.0755221668888 E 14.4160845864707;Ne;Ostatní;budova s číslem popisným;;
879822101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Senovážné náměstí 991;Praha 2 - Nové Město;11000;N 50.0864743695131 E 14.4338084871867;Ne;Ostatní;budova s číslem popisným;;
879838101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jindřišská 937;Praha 2 - Nové Město;11000;N 50.0836877053503 E 14.4283874457173;Ne;Ostatní;budova s číslem popisným;;
879869101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Klimentská 1216;Praha 2 - Nové Město;11000;N 50.0919832578512 E 14.4337669437262;Ne;Ostatní;budova s číslem popisným;;27.11.1995
879909101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jindřišská 889;Praha 2 - Nové Město;11000;N 50.0842692887802 E 14.4284183082744;Ne;Ostatní;budova s číslem popisným;;
879914101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Opletalova 1337;Praha 2 - Nové Město;11000;N 50.0836913464373 E 14.4322767825869;Ne;Ostatní;budova s číslem popisným;;
879941101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 2074;Praha 2 - Nové Město;11000;N 50.0819813516001 E 14.4285298165659;Ne;Ostatní;budova s číslem popisným;;
879964101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Národní 63;Praha 2 - Nové Město;11000;N 50.0820623412292 E 14.4197119899246;Ne;Ostatní;budova s číslem popisným;;
879984101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Havlíčkova 1029;Praha 2 - Nové Město;11000;N 50.0877937210019 E 14.4321738894321;Ne;Ostatní;budova s číslem popisným;;
879989101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na poříčí 1071;Praha 2 - Nové Město;11000;N 50.090132077057 E 14.4331478567734;Ne;Ostatní;budova s číslem popisným;;31.12.2000
880009101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jungmannovo náměstí 774;Praha 2 - Nové Město;11000;N 50.0835737158774 E 14.4237317950615;Ne;Ostatní;budova s číslem popisným;;
14805997010;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na poříčí 2080;Praha 2 - Nové Město;11000;N 50.0903684347517 E 14.4377225126519;Ne;Obecní;budova s číslem popisným;;
880077101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jindřišská 897;Praha 2 - Nové Město;11000;N 50.0839229987678 E 14.4274802833169;Ne;Ostatní;budova s číslem popisným;;
880080101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Havlíčkova 2079;Praha 2 - Nové Město;11000;N 50.0887154824691 E 14.4317976600426;Ne;Ostatní;budova s číslem popisným;;
880086101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 805;Praha 2 - Nové Město;11000;N 50.0796425721092 E 14.4292862805601;Ne;Ostatní;budova s číslem popisným;;
880087101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 818;Praha 2 - Nové Město;11000;N 50.0812502783727 E 14.4285531845643;Ne;Ostatní;budova s číslem popisným;;
880096101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Washingtonova 1600;Praha 2 - Nové Město;11000;N 50.0818516816161 E 14.4319174545849;Ne;Ostatní;budova s číslem popisným;;
879760101;objekt občanské vybavenosti;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.0830182684823 E 14.4236302368917;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
880168101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na poříčí 1067;Praha 2 - Nové Město;11000;N 50.090224918466 E 14.4342922451719;Ne;Ostatní;budova s číslem popisným;;
880175101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 784;Praha 2 - Nové Město;11000;N 50.0825131328903 E 14.4248598408423;Ne;Ostatní;budova s číslem popisným;;
881414101;stavba občanského vybavení;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.069871753432 E 14.4175957411127;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
880204101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Štěpánská 623;Praha 2 - Nové Město;11000;N 50.0799996626133 E 14.4266069769627;Ne;Ostatní;budova s číslem popisným;;
880230101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Sokolská 1870;Praha 2 - Nové Město;12000;N 50.0709350023513 E 14.4297385390713;Ne;Ostatní;budova s číslem popisným;;
880246101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Vodičkova 704;Praha 2 - Nové Město;11000;N 50.081136324591 E 14.4258102971983;Ne;Osobní;budova s číslem popisným;;
880260101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Revoluční 1502;Praha 2 - Nové Město;11000;N 50.0924409289659 E 14.4276264065775;Ne;Ostatní;budova s číslem popisným;;
880275101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavské náměstí 782;Praha 2 - Nové Město;11000;N 50.0826390501877 E 14.4246520999651;Ne;Ostatní;budova s číslem popisným;;
880276101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Václavská 326;Praha 2 - Nové Město;12000;N 50.0738698887673 E 14.4172267991618;Ne;Ostatní;budova s číslem popisným;;
880284101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;náměstí I. P. Pavlova 1785;Praha 2 - Nové Město;12000;N 50.0758794815879 E 14.4299723996024;Ne;Ostatní;budova s číslem popisným;;
879843101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Sokolská 1437;Praha 2 - Nové Město;12000;N 50.0767494417134 E 14.4285554975232;Ne;Ostatní;budova s číslem popisným;;
880481101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Černá 168;Praha 2 - Nové Město;11000;N 50.0795000421301 E 14.4177847713416;Ne;Ostatní;budova s číslem popisným;;
880496101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na poříčí 1051;Praha 2 - Nové Město;11000;N 50.089808827023 E 14.4357419832936;Ne;Osobní;budova s číslem popisným;;
880543101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Kateřinská 491;Praha 2 - Nové Město;12800;N 50.0729995215107 E 14.4235062910157;Ne;Osobní;budova s číslem popisným;;31.12.2007
879943101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Krakovská 804;Praha 2 - Nové Město;11000;N 50.0798150769738 E 14.4289649479898;Ne;Osobní;budova s číslem popisným;;
880585101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jungmannovo náměstí 773;Praha 2 - Nové Město;11000;N 50.0836736492605 E 14.4235863041325;Ne;Ostatní;budova s číslem popisným;;
880615101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na příkopě 847;Praha 2 - Nové Město;11000;N 50.084463891494 E 14.4242784611941;Ne;Ostatní;budova s číslem popisným;;
879782101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Na Florenci 1412;Praha 2 - Nové Město;11000;N 50.0897359152452 E 14.4371388597334;Ne;Ostatní;budova s číslem popisným;;
880768101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Ostrovní 129;Praha 2 - Nové Město;11000;N 50.0807515646254 E 14.4172759982346;Ne;Osobní;budova s číslem popisným;;
880817101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Hybernská 1009;Praha 2 - Nové Město;11000;N 50.0869383095631 E 14.4337529705456;Ne;Ostatní;budova s číslem popisným;;
880846101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Pštrossova 1923;Praha 2 - Nové Město;11000;N 50.0783569346535 E 14.4163291051678;Ne;Ostatní;budova s číslem popisným;;
881203101;stavba občanského vybavení;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.0746524854109 E 14.429586255049;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
881217101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Senovážná 1254;Praha 2 - Nové Město;11000;N 50.0861248087725 E 14.4294244019423;Ne;Ostatní;budova s číslem popisným;;
881225101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Palackého 717;Praha 2 - Nové Město;11000;N 50.0810293673681 E 14.4237192214275;Ne;Ostatní;budova s číslem popisným;;
881226101;objekt občanské vybavenosti;Hlavní město Praha;Praha 2;;Nové Město; ;Praha 2 - Nové Město;11000;N 50.085431413562 E 14.4260559580594;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
881235101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Zlatnická 1128;Praha 2 - Nové Město;11000;N 50.090376103735 E 14.4323902447327;Ne;Ostatní;budova s číslem popisným;;
881279101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;náměstí Republiky 2090;Praha 2 - Nové Město;11000;N 50.0884132052597 E 14.4296505319813;Ne;Ostatní;budova s číslem popisným;;03.05.1999
881286101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Novomlýnská 1373;Praha 2 - Nové Město;11000;N 50.0925211095877 E 14.4293165531863;Ne;Osobní;budova s číslem popisným;;
881351101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Apolinářská 434;Praha 2 - Nové Město;12800;N 50.0700399680057 E 14.4203919775509;Ne;Ostatní;budova s číslem popisným;;
881357101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Jungmannova 32;Praha 2 - Nové Město;11000;N 50.0815256250189 E 14.4221957695666;Ne;Ostatní;budova s číslem popisným;;
879845101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Nekázanka 857;Praha 2 - Nové Město;11000;N 50.0856449425678 E 14.4269663835307;Ne;Ostatní;budova s číslem popisným;;
881506101;stavba občanského vybavení;Hlavní město Praha;Praha 2;Nové Město;Nové Město;Senovážná 1394;Praha 2 - Nové Město;11000;N 50.0865059518932 E 14.4292721399288;Ne;Ostatní;budova s číslem popisným;;20.03.2021
881561101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 49;Praha 8 - Karlín;18600;N 50.0941576524882 E 14.4503101013607;Ne;Obecní;budova s číslem popisným;;
881570101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;U Sluncové 64;Praha 8 - Karlín;18600;N 50.0967407857511 E 14.4710150185384;Ne;Ostatní;budova s číslem popisným;;
881586101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Nekvasilova 615;Praha 8 - Karlín;18600;N 50.0983099039974 E 14.4684658790116;Ne;Ostatní;budova s číslem popisným;;
881637101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Křižíkova 275;Praha 8 - Karlín;18600;N 50.090420732021 E 14.440742989712;Ne;Ostatní;budova s číslem popisným;;
881641101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Ke Štvanici 371;Praha 8 - Karlín;18600;N 50.0914476257758 E 14.4384270581515;Ne;Osobní;budova s číslem popisným;;
881642101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Hybešova 14;Praha 8 - Karlín;18600;N 50.0941591511516 E 14.4599487075224;Ne;Obecní;budova s číslem popisným;;
881643101;stavba občanského vybavení;Hlavní město Praha;Praha 8;;Karlín; ;Praha 8 - Karlín;18600;N 50.0913640074397 E 14.4480448392625;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
881649101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 370;Praha 8 - Karlín;18600;N 50.0919043436913 E 14.4387909731501;Ne;Ostatní;budova s číslem popisným;;
881651101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Prvního pluku 621;Praha 8 - Karlín;18600;N 50.0913647277902 E 14.4435181327086;Ne;Ostatní;budova s číslem popisným;;
881662101;objekt občanské vybavenosti;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 18;Praha 8 - Karlín;18600;N 50.0924657913371 E 14.4410354467345;Ne;Ostatní;budova s číslem popisným;;
881663101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 36;Praha 8 - Karlín;18600;N 50.091524067054 E 14.4406394834994;Ne;Osobní;budova s číslem popisným;;
881696101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 311;Praha 8 - Karlín;18600;N 50.0933368826368 E 14.4396490801904;Ne;Ostatní;budova s číslem popisným;;
881678101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Thámova 117;Praha 8 - Karlín;18600;N 50.0933085991169 E 14.4520872755393;Ne;Ostatní;budova s číslem popisným;;
881681101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 21;Praha 8 - Karlín;18600;N 50.0943099544672 E 14.4515276738842;Ne;Osobní;budova s číslem popisným;;
881690101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pernerova 221;Praha 8 - Karlín;18600;N 50.0915118881128 E 14.4525595699442;Ne;Ostatní;budova s číslem popisným;;
881818101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Jirsíkova 19;Praha 8 - Karlín;18600;N 50.0898296748124 E 14.4443130840991;Ne;Osobní;budova s číslem popisným;;
881710101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 65;Praha 8 - Karlín;18600;N 50.0916633267772 E 14.4412829342952;Ne;Osobní;budova s číslem popisným;;
881713101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 69;Praha 8 - Karlín;18600;N 50.0911504227135 E 14.44004579464;Ne;Ostatní;budova s číslem popisným;;
881715101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 107;Praha 8 - Karlín;18600;N 50.0921027417156 E 14.4433978609581;Ne;Osobní;budova s číslem popisným;;
881728101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Molákova 576;Praha 8 - Karlín;18600;N 50.0961484102502 E 14.4649192819344;Ne;Osobní;budova s číslem popisným;;
881749101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Šaldova 388;Praha 8 - Karlín;18600;N 50.0937871788595 E 14.4549817244337;Ne;Ostatní;budova s číslem popisným;;
881772101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 658;Praha 8 - Karlín;18600;N 50.0936120984393 E 14.4470521472483;Ne;Osobní;budova s číslem popisným;;12.03.2008
881833101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Prvního pluku 347;Praha 8 - Karlín;18600;N 50.091681801664 E 14.443133620631;Ne;Osobní;budova s číslem popisným;;
881836101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Křižíkova 331;Praha 8 - Karlín;18600;N 50.0931187774133 E 14.4530614992576;Ne;Ostatní;budova s číslem popisným;;
882022101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pobřežní 81;Praha 8 - Karlín;18600;N 50.0931936295572 E 14.4467890340971;Ne;Osobní;budova s číslem popisným;;31.12.2000
882041101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Křižíkova 173;Praha 8 - Karlín;18600;N 50.0927034180622 E 14.4527398381829;Ne;Osobní;budova s číslem popisným;;
882058101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pernerova 336;Praha 8 - Karlín;18600;N 50.0904475347637 E 14.4513771675642;Ne;Ostatní;budova s číslem popisným;;
882082101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Malého 319;Praha 8 - Karlín;18600;N 50.0897074525708 E 14.4437328802124;Ne;Ostatní;budova s číslem popisným;;
882098101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Šaldova 425;Praha 8 - Karlín;18600;N 50.0928217913103 E 14.4560067208385;Ne;Ostatní;budova s číslem popisným;;
882161101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Sokolovská 161/71 161;Praha 8 - Karlín;18600;N 50.0936719722351 E 14.448580313626;Ne;Ostatní;budova s číslem popisným;;31.12.2007
881695101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Šaldova 54;Praha 8 - Karlín;18600;N 50.094388450502 E 14.4543412973809;Ne;Ostatní;budova s číslem popisným;;
882163101;stavba občanského vybavení;Hlavní město Praha;Praha 8;;Karlín; ;Praha 8 - Karlín;18600;N 50.0956869365094 E 14.4670116567704;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
882166101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Křižíkova 185;Praha 8 - Karlín;18600;N 50.0912112771058 E 14.4443484751334;Ne;Ostatní;budova s číslem popisným;;
882189101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Prvního pluku 224;Praha 8 - Karlín;18600;N 50.0925627758257 E 14.4422420635625;Ne;Ostatní;budova s číslem popisným;;
882297101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Jirsíkova 538;Praha 8 - Karlín;18600;N 50.089768373916 E 14.4448777201485;Ne;Ostatní;budova s číslem popisným;;
882313101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Karlín;Karlín;Pernerova 635;Praha 8 - Karlín;18600;N 50.091791285353 E 14.4559634418116;Ne;Ostatní;budova s číslem popisným;;
882415101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Roháčova 1305/66 1305;Praha 3 - Žižkov;13000;N 50.0881192710482 E 14.4609031273487;Ne;Obecní;budova s číslem popisným;;
882769101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;;Žižkov; ;Praha 3 - Žižkov;13000;N 50.0861539061101 E 14.4543417555245;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
882798101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Koněvova 1271;Praha 3 - Žižkov;13000;N 50.0903014254672 E 14.466021332947;Ne;Ostatní;budova s číslem popisným;;
885315101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Táboritská 1000;Praha 3 - Žižkov;13000;N 50.0831973572949 E 14.4573943425995;Ne;Ostatní;budova s číslem popisným;;
882834101;stavba občanského vybavení;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Husitská 118;Praha 3 - Žižkov;13000;N 50.0870547498261 E 14.4516326355832;Ne;Ostatní;budova s číslem popisným;;
883670101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Pod lipami 2602;Praha 3 - Žižkov;13000;N 50.0907091062724 E 14.4935754438978;Ne;Ostatní;budova s číslem popisným;;
883919101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Cimburkova 414;Praha 3 - Žižkov;13000;N 50.0866087134772 E 14.4518065932593;Ne;Osobní;budova s číslem popisným;;
884882101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Koněvova 1962;Praha 3 - Žižkov;13000;N 50.0912570969252 E 14.4708377482052;Ne;Ostatní;budova s číslem popisným;;
884912101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;U nákladového nádraží 2759;Praha 3 - Žižkov;13000;N 50.0831048375861 E 14.4781586156305;Ne;Ostatní;budova s číslem popisným;;
884980101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;K Červenému dvoru 2739;Praha 3 - Žižkov;13000;N 50.0864510239248 E 14.481484209618;Ne;Ostatní;budova s číslem popisným;;
885029101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;;Žižkov; ;Praha 3 - Žižkov;13000;N 50.0834229091074 E 14.4445338595205;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
885123101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Malešická 881;Praha 3 - Žižkov;13000;N 50.0876675705003 E 14.4771643878491;Ne;Osobní;budova s číslem popisným;;
885417101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;;Žižkov; ;Praha 3 - Žižkov;13000;N 50.0873856400584 E 14.4642512592659;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
885454101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Malešická 2799;Praha 3 - Žižkov;13000;N 50.0865129458287 E 14.4874006157537;Ne;Ostatní;budova s číslem popisným;;01.07.2000
885459101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;Jeseniova 780;Praha 3 - Žižkov;13000;N 50.0888290147349 E 14.4702994588388;Ne;Ostatní;budova s číslem popisným;;31.12.2009
885494101;objekt občanské vybavenosti;Hlavní město Praha;Praha 3;Žižkov;Žižkov;V kapslovně 2764;Praha 3 - Žižkov;13000;N 50.087076379464 E 14.4630276464763;Ne;Osobní;budova s číslem popisným;;
885862101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Novákových 1954;Praha 8 - Libeň;18000;N 50.1032998053615 E 14.4766482360758;Ne;Ostatní;budova s číslem popisným;;
885913101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Srbova 493;Praha 8 - Libeň;18000;N 50.112410127439 E 14.4769361284628;Ne;Osobní;budova s číslem popisným;;
886022101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Valčíkova 1149;Praha 8 - Libeň;18200;N 50.1180417897332 E 14.4579348642043;Ne;Ostatní;budova s číslem popisným;;
886142101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Bulovka 101;Praha 8 - Libeň;18000;N 50.115054737249 E 14.4653761813537;Ne;Ostatní;budova s číslem popisným;;
16554548010;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Na úbočí 2250;Praha 8 - Libeň;18200;N 50.1186493277686 E 14.4537629417728;Ne;Osobní;budova s číslem popisným;;30.06.2011
1242730101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;U Pekařky 1597;Praha 8 - Libeň;18000;N 50.1154186232867 E 14.4815518975002;Ne;Ostatní;budova s číslem popisným;;
886674101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Štěpničná 2141;Praha 8 - Libeň;18200;N 50.1270087922819 E 14.4769246781631;Ne;Osobní;budova s číslem popisným;;
886784101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Prosecká 77;Praha 8 - Libeň;18000;N 50.1132761852141 E 14.4873302914179;Ne;Ostatní;budova s číslem popisným;;
886849101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Davídkova 2143;Praha 8 - Libeň;18200;N 50.1254975600749 E 14.4726821316941;Ne;Osobní;budova s číslem popisným;;31.12.2002
886976101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Konšelská 582;Praha 8 - Libeň;18000;N 50.1131239224898 E 14.4741322408134;Ne;Osobní;budova s číslem popisným;;
886984101;stavba občanského vybavení;Hlavní město Praha;Praha 8;Libeň;Libeň;Chlumčanského 497;Praha 8 - Libeň;18000;N 50.1146502176989 E 14.4676112113652;Ne;Ostatní;budova s číslem popisným;;
